loggingTime(txt),loggingSample(N),identifierForVendor(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionMagneticFieldCalibrationAccuracy(Z)
2017-11-27 14:42:50.056 -0800,1,C4D50155-580C-4885-BACB-A13DEF47355A,1511822567.721658,49.27717092188899,-122.907485238093,342.9214,-1,-1,10,65,-9999,226281.065979125,0.271728515625,0.280120849609375,-0.937744140625,226281.053925125,0.1113720652065687,-0.02477858341431525,0.08282590779811835,226281.060974125,-2.777609573524685,0.2636991272270316,-0.2682896294761616,0.1362912952899933,-0.0837133526802063,0.08799133449792862,0.03575271368026733,0.009361952543258667,-0.006233930587768555,XArbitraryCorrectedZVertical,0.1041510477662086,0.1539813280105591,-0.9693017601966858,0.1604693531990051,0.2513261437416077,0.2650826275348663,-0.9308845996856689,3.426067352294922,21.72820281982422,-61.6419677734375,2
2017-11-27 14:42:50.065 -0800,2,C4D50155-580C-4885-BACB-A13DEF47355A,1511822567.721658,49.27717092188899,-122.907485238093,342.9214,-1,-1,10,65,-9999,226281.096039125,0.25006103515625,0.266510009765625,-0.9451751708984375,226281.089050125,-0.05108448971379094,-0.02541534523095319,0.04153519299309381,226281.060974125,-2.777609573524685,0.2636991272270316,-0.2682896294761616,0.1362912952899933,-0.0837133526802063,0.08799133449792862,0.03575271368026733,0.009361952543258667,-0.006233930587768555,XArbitraryCorrectedZVertical,0.1041510477662086,0.1539813280105591,-0.9693017601966858,0.1604693531990051,0.2513261437416077,0.2650826275348663,-0.9308845996856689,3.426067352294922,21.72820281982422,-61.6419677734375,2
2017-11-27 14:42:50.095 -0800,3,C4D50155-580C-4885-BACB-A13DEF47355A,1511822567.721658,49.27717092188899,-122.907485238093,342.9214,-1,-1,10,65,-9999,226281.126099125,0.26654052734375,0.270538330078125,-1.009201049804688,226281.124085125,-0.3469289299401863,0.1099952109229977,0.03852102727134214,226281.096039125,-2.77642807671041,0.2595483273011385,-0.2648287520924619,-0.06949245929718018,-0.004685251973569393,0.04715421423316002,0.01637446880340576,0.004613429307937622,0.001130044460296631,XArbitraryCorrectedZVertical,0.1023860946297646,0.1520410776138306,-0.9696046710014343,0.1616209894418716,0.2476941347122192,0.2617439925670624,-0.9328011870384216,3.530979156494141,21.47274017333984,-61.83139038085938,2
2017-11-27 14:42:50.125 -0800,4,C4D50155-580C-4885-BACB-A13DEF47355A,1511822567.721658,49.27717092188899,-122.907485238093,342.9214,-1,-1,10,65,-9999,226281.156159125,0.2577972412109375,0.2742767333984375,-0.947265625,226281.124085125,-0.3469289299401863,0.1099952109229977,0.03852102727134214,226281.131134125,-2.771997420162757,0.2669875904027238,-0.2737042605224916,-0.3251369297504425,0.06061544269323349,0.04258765652775764,0.01610761880874634,0.003290444612503052,-0.08372020721435547,XArbitraryCorrectedZVertical,0.1047754213213921,0.1571457386016846,-0.9683849811553955,0.1625165939331055,0.2540034651756287,0.2702996432781219,-0.928654670715332,3.845916748046875,22.02028656005859,-61.62661743164062,2
2017-11-27 14:42:50.170 -0800,5,C4D50155-580C-4885-BACB-A13DEF47355A,1511822567.721658,49.27717092188899,-122.907485238093,342.9214,-1,-1,10,65,-9999,226281.186218125,0.256072998046875,0.2951507568359375,-0.882537841796875,226281.159180125,-0.17406394253147,-0.04310885488122164,-0.004384628418706458,226281.166168125,-2.769203397552968,0.2656285131106719,-0.2808549526412488,-0.1530782580375671,-0.0542810782790184,-0.003430468495935202,0.005844712257385254,0.0004869699478149414,-0.01443362236022949,XArbitraryCorrectedZVertical,0.1031838282942772,0.1606179028749466,-0.9678332209587097,0.1634242534637451,0.2522271871566772,0.2771772146224976,-0.927109956741333,3.898738861083984,22.16695404052734,-61.52005004882812,2
2017-11-27 14:42:50.185 -0800,6,C4D50155-580C-4885-BACB-A13DEF47355A,1511822567.721658,49.27717092188899,-122.907485238093,342.9214,-1,-1,10,65,-9999,226281.216278125,0.2381134033203125,0.2925872802734375,-0.899688720703125,226281.194214125,0.02395726453413481,-0.0700118418970931,-0.04439383010718487,226281.201264125,-2.76990835210233,0.2624211804545014,-0.2820477507061852,0.03856990486383438,-0.0716521367430687,-0.04141274467110634,-0.009237229824066162,0.01362332701683044,0.04549896717071533,XArbitraryCorrectedZVertical,0.1015689596533775,0.1608931124210358,-0.9679879546165466,0.163249284029007,0.2491664290428162,0.2783230841159821,-0.9275943040847778,3.503311157226562,22.4317626953125,-61.42666625976562,2
2017-11-27 14:42:50.215 -0800,7,C4D50155-580C-4885-BACB-A13DEF47355A,1511822567.721658,49.27717092188899,-122.907485238093,342.9214,-1,-1,10,65,-9999,226281.246338125,0.2371978759765625,0.284576416015625,-0.9178314208984375,226281.229309125,-0.006813697648967731,0.01491556631720679,-0.02986841688967469,226281.236298125,-2.77143668600809,0.2612892387466921,-0.2815923466443185,0.006646719761192799,0.0111720934510231,-0.02371916919946671,-0.01172934472560883,0.005729466676712036,0.008030533790588379,XArbitraryCorrectedZVertical,0.1011890694499016,0.1605044901371002,-0.9681955575942993,0.1626353412866592,0.2481490224599838,0.2778856456279755,-0.9279981851577759,3.442195892333984,22.34583282470703,-61.373291015625,2
2017-11-27 14:42:50.254 -0800,8,C4D50155-580C-4885-BACB-A13DEF47355A,1511822567.721658,49.27717092188899,-122.907485238093,342.9214,-1,-1,10,65,-9999,226281.276398125,0.247772216796875,0.278778076171875,-0.92828369140625,226281.264374125,0.001862881182510427,-0.04350912799306055,0.002056492993759188,226281.271393125,-2.771688444403237,0.2612591975901521,-0.2810590687805428,0.01316113956272602,-0.05679665505886078,0.007078967988491058,-2.09510326385498e-05,0.007218360900878906,-0.004666924476623535,XArbitraryCorrectedZVertical,0.1012476533651352,0.1602329015731812,-0.9682475924491882,0.1625564843416214,0.2481593936681747,0.2773733139038086,-0.9281486868858337,3.398345947265625,22.27318572998047,-61.49020385742188,2
2017-11-27 14:42:50.275 -0800,9,C4D50155-580C-4885-BACB-A13DEF47355A,1511822567.721658,49.27717092188899,-122.907485238093,342.9214,-1,-1,10,65,-9999,226281.306458125,0.2480621337890625,0.2737274169921875,-0.9122467041015625,226281.299469125,-0.01186491528852102,0.002137186774788588,0.007230482359565132,226281.271393125,-2.771688444403237,0.2612591975901521,-0.2810590687805428,0.01316113956272602,-0.05679665505886078,0.007078967988491058,-2.09510326385498e-05,0.007218360900878906,-0.004666924476623535,XArbitraryCorrectedZVertical,0.1012476533651352,0.1602329015731812,-0.9682475924491882,0.1625564843416214,0.2481593936681747,0.2773733139038086,-0.9281486868858337,3.398345947265625,22.27318572998047,-61.49020385742188,2
2017-11-27 14:42:50.305 -0800,10,C4D50155-580C-4885-BACB-A13DEF47355A,1511822567.721658,49.27717092188899,-122.907485238093,342.9214,-1,-1,10,65,-9999,226281.336517125,0.26275634765625,0.27008056640625,-0.9354705810546875,226281.334503125,-0.1000360537105374,0.03091370761753079,0.05033800566024173,226281.306458125,-2.771456200937762,0.2602901380873894,-0.2805389922293016,-0.002653957344591618,-0.005834688432514668,0.01116448827087879,-0.005155220627784729,-0.001574546098709106,0.02233904600143433,XArbitraryCorrectedZVertical,0.1008114516735077,0.1599157154560089,-0.9683069586753845,0.1627860218286514,0.2472969442605972,0.2768736183643341,-0.9285280108451843,3.287754058837891,22.29297637939453,-61.4288330078125,2
