loggingTime(txt),loggingSample(N),identifierForVendor(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s)
2017-11-24 14:41:00.383 -0800,1,C4D50155-580C-4885-BACB-A13DEF47355A,1511563259.989141,49.27911127014284,-122.9164287681426,346.3915,0.3478027,166.0659136681319,3,16,-9999,139865.3014822917,-0.0147247314453125,-0.1085662841796875,-0.9916534423828125,139865.2724602917,-0.02925136246510333,0.03087136335619853,-0.02386352126376402
2017-11-24 14:41:00.397 -0800,2,C4D50155-580C-4885-BACB-A13DEF47355A,1511563259.989141,49.27911127014284,-122.9164287681426,346.3915,0.3478027,166.0659136681319,3,16,-9999,139865.3315422917,-0.015380859375,-0.1036224365234375,-0.9945831298828125,139865.3025202917,-0.02450374518981907,0.0170263877972036,0.002778742281388677
2017-11-24 14:41:00.436 -0800,3,C4D50155-580C-4885-BACB-A13DEF47355A,1511563259.989141,49.27911127014284,-122.9164287681426,346.3915,0.3478027,166.0659136681319,3,16,-9999,139865.3616022917,-0.0179443359375,-0.107818603515625,-0.98651123046875,139865.3325802917,-0.05118169509357883,-0.01261060039374321,-0.005230448380915624
2017-11-24 14:41:00.457 -0800,4,C4D50155-580C-4885-BACB-A13DEF47355A,1511563259.989141,49.27911127014284,-122.9164287681426,346.3915,0.3478027,166.0659136681319,3,16,-9999,139865.3916622917,-0.0159149169921875,-0.104583740234375,-0.9989471435546875,139865.3626402917,-0.04257808687596885,0.03191958356125372,0.00354413477867745
2017-11-24 14:41:00.487 -0800,5,C4D50155-580C-4885-BACB-A13DEF47355A,1511563259.989141,49.27911127014284,-122.9164287681426,346.3915,0.3478027,166.0659136681319,3,16,-9999,139865.4217222917,-0.01275634765625,-0.1048736572265625,-1.005767822265625,139865.3926992917,-0.031794681306129,0.03084419911307972,-0.002640257904704557
2017-11-24 14:41:00.517 -0800,6,C4D50155-580C-4885-BACB-A13DEF47355A,1511563259.989141,49.27911127014284,-122.9164287681426,346.3915,0.3478027,166.0659136681319,3,16,-9999,139865.451763,-0.0158538818359375,-0.10711669921875,-0.9933319091796875,139865.4227592917,-0.02458949897691962,-0.01479732196480727,-0.001553688179952227
2017-11-24 14:41:00.547 -0800,7,C4D50155-580C-4885-BACB-A13DEF47355A,1511563259.989141,49.27911127014284,-122.9164287681426,346.3915,0.3478027,166.0659136681319,3,16,-9999,139865.481823,-0.0216064453125,-0.10540771484375,-0.9849853515625,139865.452801,-0.01724636490324414,-0.01482368725959906,0.004963067007471668
2017-11-24 14:41:00.577 -0800,8,C4D50155-580C-4885-BACB-A13DEF47355A,1511563259.989141,49.27911127014284,-122.9164287681426,346.3915,0.3478027,166.0659136681319,3,16,-9999,139865.511883,-0.023101806640625,-0.10418701171875,-0.9904937744140625,139865.48283,-0.018048242707467,0.01595579703899174,-0.0002950782487807796
2017-11-24 14:41:00.607 -0800,9,C4D50155-580C-4885-BACB-A13DEF47355A,1511563259.989141,49.27911127014284,-122.9164287681426,346.3915,0.3478027,166.0659136681319,3,16,-9999,139865.541943,-0.022125244140625,-0.0987396240234375,-0.98687744140625,139865.51289,-0.03588769358547178,0.01707991733511419,-0.01551131545305751
2017-11-24 14:41:00.637 -0800,10,C4D50155-580C-4885-BACB-A13DEF47355A,1511563259.989141,49.27911127014284,-122.9164287681426,346.3915,0.3478027,166.0659136681319,3,16,-9999,139865.572003,-0.0259552001953125,-0.097808837890625,-0.985198974609375,139865.54295,-0.03744857230036722,0.01288703651489343,-0.04639226618918033
2017-11-24 14:41:00.678 -0800,11,C4D50155-580C-4885-BACB-A13DEF47355A,1511563259.989141,49.27911127014284,-122.9164287681426,346.3915,0.3478027,166.0659136681319,3,16,-9999,139865.602062,-0.02337646484375,-0.096832275390625,-0.987335205078125,139865.57301,-0.04442072803419467,0.04051706650835652,-0.06453425216701812
2017-11-24 14:41:00.697 -0800,12,C4D50155-580C-4885-BACB-A13DEF47355A,1511563259.989141,49.27911127014284,-122.9164287681426,346.3915,0.3478027,166.0659136681319,3,16,-9999,139865.632122,-0.025299072265625,-0.1043243408203125,-0.989501953125,139865.60307,-0.02291543591569581,0.05002774739324749,-0.07049493931883347
2017-11-24 14:41:00.727 -0800,13,C4D50155-580C-4885-BACB-A13DEF47355A,1511563259.989141,49.27911127014284,-122.9164287681426,346.3915,0.3478027,166.0659136681319,3,16,-9999,139865.662182,-0.020416259765625,-0.10662841796875,-0.9899444580078125,139865.633129,-0.0178770014493749,0.05635621709160279,-0.05337028087740595
2017-11-24 14:41:00.764 -0800,14,C4D50155-580C-4885-BACB-A13DEF47355A,1511563259.989141,49.27911127014284,-122.9164287681426,346.3915,0.3478027,166.0659136681319,3,16,-9999,139865.692242,-0.01727294921875,-0.1015625,-0.9895172119140625,139865.663189,-0.01494379582476163,0.06799449737135807,-0.03627172141466121
2017-11-24 14:41:00.788 -0800,15,C4D50155-580C-4885-BACB-A13DEF47355A,1511563259.989141,49.27911127014284,-122.9164287681426,346.3915,0.3478027,166.0659136681319,3,16,-9999,139865.722302,-0.01580810546875,-0.10162353515625,-0.9954833984375,139865.693249,-0.0103213471207111,0.08498173670053751,-0.04997102206202881
