loggingTime(txt),loggingSample(N),identifierForVendor(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s)
2017-11-24 14:45:15.422 -0800,1,C4D50155-580C-4885-BACB-A13DEF47355A,1511563514.987677,49.27912130066601,-122.9165168508193,345.8929,0.0169349,8.239315252394334,3,16,-9999,140120.3507280417,0.4694976806640625,-0.177947998046875,-0.8642578125,140120.3226510417,-0.01927143259614039,0.02124882970552423,0.009266735329039717
2017-11-24 14:45:15.441 -0800,2,C4D50155-580C-4885-BACB-A13DEF47355A,1511563514.987677,49.27912130066601,-122.9165168508193,345.8929,0.0169349,8.239315252394334,3,16,-9999,140120.3807870417,0.4688568115234375,-0.1779632568359375,-0.86248779296875,140120.3527110417,-0.02034921388929546,0.007462976322729049,0.006023005121323206
2017-11-24 14:45:15.471 -0800,3,C4D50155-580C-4885-BACB-A13DEF47355A,1511563514.987677,49.27912130066601,-122.9165168508193,345.8929,0.0169349,8.239315252394334,3,16,-9999,140120.4108470417,0.469329833984375,-0.1798095703125,-0.863006591796875,140120.3827710417,-0.04156741724228377,-0.002025334009005261,-0.00290018242709629
2017-11-24 14:45:15.501 -0800,4,C4D50155-580C-4885-BACB-A13DEF47355A,1511563514.987677,49.27912130066601,-122.9165168508193,345.8929,0.0169349,8.239315252394334,3,16,-9999,140120.4409070417,0.471466064453125,-0.1841888427734375,-0.8686981201171875,140120.4128310417,-0.02219345294417533,0.01173255618234408,-0.007826497811524865
2017-11-24 14:45:15.531 -0800,5,C4D50155-580C-4885-BACB-A13DEF47355A,1511563514.987677,49.27912130066601,-122.9165168508193,345.8929,0.0169349,8.239315252394334,3,16,-9999,140120.4709670417,0.469329833984375,-0.1815948486328125,-0.8607635498046875,140120.4428910417,-0.01276000373089665,-0.004210457683415276,-0.003436543070638249
2017-11-24 14:45:15.561 -0800,6,C4D50155-580C-4885-BACB-A13DEF47355A,1511563514.987677,49.27912130066601,-122.9165168508193,345.8929,0.0169349,8.239315252394334,3,16,-9999,140120.5010270417,0.46942138671875,-0.18670654296875,-0.8520050048828125,140120.4729510417,-0.004107925981447225,-0.001038632825130903,-0.00858656398663348
2017-11-24 14:45:15.591 -0800,7,C4D50155-580C-4885-BACB-A13DEF47355A,1511563514.987677,49.27912130066601,-122.9165168508193,345.8929,0.0169349,8.239315252394334,3,16,-9999,140120.5310560417,0.4715423583984375,-0.18426513671875,-0.8585968017578125,140120.5030100417,-0.006289587546440137,0.01699203301914157,-0.001138767682117882
2017-11-24 14:45:15.632 -0800,8,C4D50155-580C-4885-BACB-A13DEF47355A,1511563514.987677,49.27912130066601,-122.9165168508193,345.8929,0.0169349,8.239315252394334,3,16,-9999,140120.5611160417,0.471588134765625,-0.17974853515625,-0.8635711669921875,140120.5330700417,-0.04374348616898752,0.005400091742353672,0.001331580545039619
2017-11-24 14:45:15.651 -0800,9,C4D50155-580C-4885-BACB-A13DEF47355A,1511563514.987677,49.27912130066601,-122.9165168508193,345.8929,0.0169349,8.239315252394334,3,16,-9999,140120.5911760417,0.47186279296875,-0.1811065673828125,-0.8687896728515625,140120.5631300417,-0.02235750366732421,0.0117197730091117,0.0006785734457521898
2017-11-24 14:45:15.681 -0800,10,C4D50155-580C-4885-BACB-A13DEF47355A,1511563514.987677,49.27912130066601,-122.9165168508193,345.8929,0.0169349,8.239315252394334,3,16,-9999,140120.6212350417,0.47088623046875,-0.1844329833984375,-0.8552703857421875,140120.5931900417,0.01190592796930824,0.009532252489720618,-0.006138053680414628
